date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:51:29	20897/20897	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202019%2004:51:52%20GMT	http://themelamp.com/html/learnedu/team2.html	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/team2.60.delayed	(from http://themelamp.com/html/learnedu/teacher2.html)
05:51:31	20903/20903	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202019%2004:51:54%20GMT	http://themelamp.com/html/learnedu/team-single.html	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/team-single.61.delayed	(from http://themelamp.com/html/learnedu/teacher-single.html)
05:51:39	123515/123515	---M--	200	added ('OK')	image/jpeg	etag:%221e27b-5690b43868780%22	http://themelamp.com/html/learnedu/images/team/team5.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/team/team5.jpg	(from http://themelamp.com/html/learnedu/teacher.html)
05:51:40	107439/107439	---M--	200	added ('OK')	image/jpeg	etag:%221a3af-5690c4c689680%22	http://themelamp.com/html/learnedu/images/team/team6.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/team/team6.jpg	(from http://themelamp.com/html/learnedu/teacher.html)
05:51:40	2017/2017	---M-Z	200	added ('OK')	application/x-javascript	etag:%227e1-554cdf6036600-gzip%22	http://themelamp.com/html/learnedu/js/particle-app.js	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/js/particle-app.js	(from http://themelamp.com/html/learnedu/404.html)
05:51:40	53099/53099	---M--	200	added ('OK')	image/png	etag:%22cf6b-568c706f42f00%22	http://themelamp.com/html/learnedu/images/signature.png	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/signature.png	(from http://themelamp.com/html/learnedu/teacher-single.html)
05:51:57	107374/107374	---M--	200	added ('OK')	image/jpeg	etag:%221a36e-56a4cc97ca080%22	http://themelamp.com/html/learnedu/images/course/course-single.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/course/course-single.jpg	(from http://themelamp.com/html/learnedu/course-single.html)
05:51:59	20902/20902	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202019%2004:52:22%20GMT	http://themelamp.com/html/learnedu/blogs-grid.html	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/blogs-grid.68.delayed	(from http://themelamp.com/html/learnedu/blogs.html)
05:52:04	140975/140975	---M--	200	added ('OK')	image/jpeg	etag:%22226af-568bb9a647080%22	http://themelamp.com/html/learnedu/images/course/course4.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/course/course4.jpg	(from http://themelamp.com/html/learnedu/event-single.html)
05:52:05	139652/139652	---M--	200	added ('OK')	image/jpeg	etag:%2222184-568bb9ca84600%22	http://themelamp.com/html/learnedu/images/course/course5.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/course/course5.jpg	(from http://themelamp.com/html/learnedu/event-single.html)
05:52:06	242088/242088	---M--	200	added ('OK')	image/jpeg	etag:%223b1a8-5690c82e31f00%22	http://themelamp.com/html/learnedu/images/team-detail.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/team-detail.jpg	(from http://themelamp.com/html/learnedu/teacher-single.html)
05:52:07	20909/20909	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202019%2004:52:30%20GMT	http://themelamp.com/html/learnedu/blog-left-sidebar.html	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/blog-left-sidebar.6b.delayed	(from http://themelamp.com/html/learnedu/blogs-left-sidebar.html)
05:52:09	20904/20904	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202019%2004:52:32%20GMT	http://themelamp.com/html/learnedu/blogs-single.html	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/blogs-single.6c.delayed	(from http://themelamp.com/html/learnedu/blog-single-left-sidebar.html)
05:52:10	1325/1325	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252d-56a50a264db80-gzip%22	http://themelamp.com/html/learnedu/js/map-script.js	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/js/map-script.js	(from http://themelamp.com/html/learnedu/contact.html)
05:52:13	11042/11042	---M--	200	added ('OK')	image/jpeg	etag:%222b22-56b4fd3f21780%22	http://themelamp.com/html/learnedu/images/team/team2.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/team/team2.jpg	(from http://themelamp.com/html/learnedu/)
05:52:14	4019/4019	---M-Z	200	added ('OK')	text/css	etag:%22fb3-56b786a1baf00-gzip%22	http://themelamp.com/html/learnedu/css/color/color2.css	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/css/color/color2.css	(from http://themelamp.com/html/learnedu/js/colors.js)
05:52:15	108333/108333	---M--	200	added ('OK')	image/jpeg	etag:%221a72d-56b7041ccc000%22	http://themelamp.com/html/learnedu/images/blog/blog5.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/blog/blog5.jpg	(from http://themelamp.com/html/learnedu/blogs.html)
05:52:15	4019/4019	---M-Z	200	added ('OK')	text/css	etag:%22fb3-56b786c227b80-gzip%22	http://themelamp.com/html/learnedu/css/color/color3.css	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/css/color/color3.css	(from http://themelamp.com/html/learnedu/js/colors.js)
05:52:16	4019/4019	---M-Z	200	added ('OK')	text/css	etag:%22fb3-56b786d53a880-gzip%22	http://themelamp.com/html/learnedu/css/color/color4.css	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/css/color/color4.css	(from http://themelamp.com/html/learnedu/js/colors.js)
05:52:17	4018/4018	---M-Z	200	added ('OK')	text/css	etag:%22fb2-56b786ec1de80-gzip%22	http://themelamp.com/html/learnedu/css/color/color5.css	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/css/color/color5.css	(from http://themelamp.com/html/learnedu/js/colors.js)
05:52:18	114075/114075	---M--	200	added ('OK')	image/jpeg	etag:%221bd9b-56b7042fded00%22	http://themelamp.com/html/learnedu/images/blog/blog6.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/blog/blog6.jpg	(from http://themelamp.com/html/learnedu/blogs.html)
05:52:19	4019/4019	---M-Z	200	added ('OK')	text/css	etag:%22fb3-56b786fd48700-gzip%22	http://themelamp.com/html/learnedu/css/color/color6.css	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/css/color/color6.css	(from http://themelamp.com/html/learnedu/js/colors.js)
05:52:19	4019/4019	---M-Z	200	added ('OK')	text/css	etag:%22fb3-56b7872edfc00-gzip%22	http://themelamp.com/html/learnedu/css/color/color7.css	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/css/color/color7.css	(from http://themelamp.com/html/learnedu/js/colors.js)
05:52:20	4018/4018	---M-Z	200	added ('OK')	text/css	etag:%22fb2-56b7873e22000-gzip%22	http://themelamp.com/html/learnedu/css/color/color8.css	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/css/color/color8.css	(from http://themelamp.com/html/learnedu/js/colors.js)
05:52:22	20890/20890	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202019%2004:52:45%20GMT	http://themelamp.com/html/learnedu/GET	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/GET.75.delayed	(from http://themelamp.com/html/learnedu/js/particles.min.js)
05:52:24	20919/20919	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Dec%202019%2004:52:47%20GMT	http://themelamp.com/html/learnedu/Error%20pJS%20-%20No%20image.src	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/Error%20pJS%20-%20No%20image.76.delayed	(from http://themelamp.com/html/learnedu/js/particles.min.js)
05:52:30	280191/280191	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%224467f-56b2a21d5a000%22	http://themelamp.com/html/learnedu/images/events/event1.jpg	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/events/event1.jpg	(from http://themelamp.com/html/learnedu/)
05:52:30	29838/29838	---M--	200	added ('OK')	image/png	etag:%22748e-56a50987fe600%22	http://themelamp.com/html/learnedu/images/map.png	C:/wamp64/www/regForm/school_website/themelamp.com/html/learnedu/images/map.png	(from http://themelamp.com/html/learnedu/js/map-script.js)
